Date,Close,High,Low,Open,Volume,SMA_200,Signal
2005-05-25,80.690185546875,81.00102559661255,80.29825477114402,80.64963760613253,47608800,,0
2005-05-26,81.1226806640625,81.23079650529115,80.83211192973947,80.94698662213645,43256200,,0
2005-05-27,81.2577896118164,81.2577896118164,80.95370846964408,81.1293972757705,24596100,,0
2005-05-31,80.7374496459961,81.20370692608984,80.68338918713363,81.14289277648639,43377200,,0
2005-06-01,81.42672729492188,81.71053705730425,80.71719773347525,80.76449936053896,69611000,,0
2005-06-02,81.60243225097656,81.65648757812106,81.15644100246764,81.2442905756238,39704500,,0
2005-06-03,81.1902084350586,81.69025487732189,80.90639871016509,81.46050562064336,60999400,,0
2005-06-06,81.11589050292969,81.22400630242667,80.78477910038839,81.0550711768763,36046400,,0
2005-06-07,81.17671966552734,81.93355102374436,81.09563408980212,81.35241367208505,66501300,,0
2005-06-08,81.0280532836914,81.48755191669106,80.86587183681833,81.37943610760036,46881200,,0
2005-06-09,81.41322326660156,81.48079629011669,80.71045247996359,80.91317155050896,56653300,,0
2005-06-10,81.22402954101562,81.52811594730144,80.81858615479358,81.46729660384733,36465300,,0
2005-06-13,81.48084259033203,81.81871305538849,80.96051918706837,81.0483688074993,49383200,,0
2005-06-14,81.66996002197266,81.89970921263057,81.34560246138017,81.39290406860319,33857100,,0
2005-06-15,81.82543182373047,81.92679395107756,81.2442996149572,81.87273861791881,53195600,,0
2005-06-16,82.03490447998047,82.197080769785,81.71054674488008,81.80515001022367,46564500,,0
2005-06-17,82.3388671875,82.70524048546571,82.24388209280143,82.46099162015524,51529400,,0
2005-06-20,82.36600494384766,82.6645273030397,82.05391032778816,82.14889542066283,41019400,,0
2005-06-21,82.41349792480469,82.53562235575876,82.11497038773932,82.4338511339138,39879800,,0
2005-06-22,82.4813232421875,82.73235817036007,82.14208937096417,82.55595510796049,46310100,,0
2005-06-23,81.32117462158203,82.50170748826183,81.30082140985824,82.31173727710647,62185600,,0
2005-06-24,80.72411346435547,81.42293457699803,80.62912319563674,81.33473043668049,58572500,,0
2005-06-27,80.83944702148438,81.01585011546764,80.56805884065605,80.71732259892657,48183800,,0
2005-06-28,81.51791381835938,81.57897344068951,80.98870971963572,81.0090629270791,41174200,,0
2005-06-29,81.30077362060547,81.6874999449366,81.25328109573312,81.6671467451766,42316500,,0
2005-06-30,80.85977935791016,81.63323210903522,80.70372951191581,81.56538637541503,62288800,,0
2005-07-01,81.09722900390625,81.28041814922054,80.88011958537227,81.04295035519854,49737500,,0
2005-07-05,81.74860382080078,81.85716118004686,80.86659857027546,80.90730499184284,51549000,,0
2005-07-06,81.06329345703125,81.85709913370225,81.0158009424346,81.68069614678784,52363600,,0
2005-07-07,81.38221740722656,81.38221740722656,80.23561024834878,80.2559634558586,103268800,,0
2005-07-08,82.31173706054688,82.31173706054688,81.22618930230078,81.39580630128611,64491200,,0
2005-07-11,82.73235321044922,82.84090535105783,82.3049152455025,82.31848749826469,49688300,,0
2005-07-12,82.94950866699219,83.20053854302385,82.52885659515712,82.76631938720085,51871100,,0
2005-07-13,83.0648193359375,83.12587895800029,82.76629182461122,82.95626199498288,41182300,,0
2005-07-14,83.3904800415039,83.75006714841246,83.10551963063239,83.4379725805994,63638800,,0
2005-07-15,83.3429946899414,83.47869137627221,83.01733299534607,83.30907440058319,56075900,,0
2005-07-18,83.01053619384766,83.200506353986,82.80699895497025,83.11230740143567,56598400,,0
2005-07-19,83.46510314941406,83.5261679406537,83.05124257011558,83.25477979621836,59165700,,0
2005-07-20,83.75007629394531,83.94683259919779,82.97662332918676,83.17337445814015,69477000,,0
2005-07-21,83.2615966796875,83.8654328065533,83.0919796737971,83.82472638155568,101110900,,0
2005-07-22,83.81792449951172,83.8314915798611,83.20051622948007,83.37013320349327,52607100,,0
2005-07-25,83.58042907714844,84.09606074951435,83.34974739105023,83.7296927841007,57301600,,0
2005-07-26,83.68221282958984,83.81112336317169,83.41761081161538,83.60758613658273,42758800,,0
2005-07-27,83.9875717163086,84.05541749508436,83.48550674180657,83.79081533444808,43181600,,0
2005-07-28,84.51673889160156,84.56423143350125,83.88576359133496,84.10287309377622,47880700,,0
2005-07-29,83.95360565185547,84.55744159075049,83.79077482625308,84.4081830201225,62358100,,0
2005-08-01,83.89253234863281,84.15713433818621,83.75683570251712,84.01465674198806,40418200,,0
2005-08-02,84.39459991455078,84.53707751567188,83.95359485795808,84.0417989750554,45147400,,0
2005-08-03,84.61849212646484,84.63205920285442,84.2114125429066,84.29961148018327,36837200,,0
2005-08-04,83.94004821777344,84.34034178843467,83.83827699896659,84.28606829119701,50855600,,0
2005-08-05,83.37012481689453,84.11644356851619,83.22764719421187,83.75685127168997,53595500,,0
2005-08-08,83.21405792236328,83.72969478333843,83.03086875898516,83.55329174579215,47616000,,0
2005-08-09,83.71614074707031,83.85183223544738,83.36333977151084,83.49224513257951,47170000,,0
2005-08-10,83.67540740966797,84.4692132314596,83.32938749646515,84.00785507262145,72863700,,0
2005-08-11,84.00791931152344,84.15039699031001,83.45836181101798,83.63475978877234,58570200,,0
2005-08-12,83.49226379394531,83.91970191283696,83.2819403870619,83.83828389583387,54776900,,0
2005-08-15,84.00791931152344,84.04184478679201,83.33623734687224,83.60083948980456,36208500,,0
2005-08-16,82.9155502319336,83.80434140439905,82.83413223146937,83.7500679137215,71942100,,0
2005-08-17,82.90878295898438,83.36336042791301,82.79344464765462,82.90200200629423,62275100,,0
2005-08-18,82.9019546508789,83.15298434081474,82.66448685857652,82.80696960447668,53388600,,0
2005-08-19,83.09195709228516,83.32941980073754,82.90876787697987,83.20050925487817,39842100,,0
2005-08-22,83.09195709228516,83.60759409942378,82.691658375495,83.16658896869859,69912000,,0
2005-08-23,82.9358901977539,83.18692511021843,82.1963628893847,83.1122932491154,55168600,,0
2005-08-24,82.19635772705078,83.26833786802523,82.15564614772562,82.732347797538,79104600,,0
2005-08-25,82.49491119384766,82.54918986928952,82.2370952499479,82.33208034382146,35631100,,0
2005-08-26,81.93179321289062,82.42707193048747,81.87751453317323,82.42029097774764,61956800,,0
2005-08-29,82.56275177001953,82.62381139000804,81.67395539411845,81.69431377708004,56179200,,0
2005-08-30,82.12855529785156,82.29817230162548,81.68076392326434,82.26424683035063,74160200,,0
2005-08-31,83.16655731201172,83.22083596079692,81.91817427143665,82.2234877886307,102945200,,0
2005-09-01,83.10552215576172,83.55331340338111,82.18959163034778,83.12587536223556,74578700,,0
2005-09-02,82.95624542236328,83.37011114354947,82.80020074628855,83.34975794026127,47653400,,0
2005-09-06,83.92647552490234,83.99432645462029,83.2140873495566,83.22087347778825,57251300,,0
2005-09-07,84.06893920898438,84.2181977620268,83.76362562361585,83.878963895816,41749700,,0
2005-09-08,83.79075622558594,84.12999005645875,83.66184571343908,83.89931353608802,39068700,,0
2005-09-09,84.53707885742188,84.6320639263435,83.99430777448363,84.01466097835284,43093900,,0
2005-09-12,84.36748504638672,84.5845945743257,84.31320637032711,84.4353308033115,33017600,,0
2005-09-13,83.89933776855469,84.41496961347605,83.80434750628079,84.21821331358541,58427500,,0
2005-09-14,83.59403991699219,84.07575156579874,83.46512934326229,83.95362712129146,57694600,,0
2005-09-15,83.55329132080078,83.89252514250416,83.3836744099491,83.85181356401758,73156900,,0
2005-09-16,84.1474609375,84.31098491212859,83.71820855472494,84.01119182503176,75424100,,0
2005-09-19,83.86810302734375,84.18153134499501,83.56149492319233,84.127021620331,53355300,,0
2005-09-20,83.15947723388672,84.22239061541103,83.03683298230067,83.9430322430025,84480300,,0
2005-09-21,82.38273620605469,83.03683718148083,82.29415662089339,82.98232746727888,94469100,,0
2005-09-22,82.67574310302734,82.89378203599816,82.0625267982169,82.410014651387,84597200,,0
2005-09-23,82.74385833740234,83.05046639890647,82.37592554459776,82.60758404469728,59368100,,0
2005-09-26,82.83927917480469,83.28897151552616,82.49860111127776,83.13907233584077,70415400,,0
2005-09-27,82.81884002685547,83.1186331904404,82.4577169098455,82.79839497626888,66150800,,0
2005-09-28,82.90055847167969,83.20717169895282,82.58032041574944,83.07771243421536,58620500,,0
2005-09-29,83.5750961303711,83.71136519670152,82.4985528320331,82.81879085607443,66607700,,0
2005-09-30,83.83404541015625,83.83404541015625,82.94828050391874,83.54787712906435,47824200,,0
2005-10-03,83.53423309326172,84.0384350085145,83.43202866762498,83.77952163545669,50994800,,0
2005-10-04,82.59396362304688,83.82721614743939,82.55308393221978,83.66369218579796,60776300,,0
2005-10-05,81.51060485839844,82.65528298412882,81.46972516765797,82.61440329338834,106052100,,0
2005-10-06,81.21759033203125,81.93983084639336,80.51579485349824,81.61277785143095,140941800,,0
2005-10-07,81.49701690673828,81.79681530338831,81.16996363781686,81.55833647059741,75661400,,0
2005-10-10,80.80878448486328,81.5650897230926,80.60438089511543,81.54464988395095,52677000,,0
2005-10-11,80.69300842285156,81.34710969794796,80.61805883106955,81.07456620040742,75629800,,0
2005-10-12,80.05933380126953,81.16994226260181,79.99801425355824,80.66574025419541,100510400,,0
2005-10-13,80.01161193847656,80.45449424889881,79.63686416850416,80.03205178077829,99052900,,0
2005-10-14,80.85649871826172,80.9518881228655,80.10019329723706,80.48175611398482,88651000,,0
2005-10-17,81.15628814697266,81.26530236968142,80.7065908326772,80.94506951662109,68109300,81.2064165878296,0
2005-10-18,80.2773666381836,81.05411209062933,80.26374180495382,81.04048725739956,74996900,81.2029358291626,0
2005-10-19,81.61282348632812,81.6264535178356,79.80041917087732,80.05933258784631,116563800,81.21107963562012,1
2005-10-20,80.1751708984375,81.63327253400713,79.92307246881482,81.41523879032385,131966700,81.21479469299317,0
2005-10-21,80.48859405517578,80.93147655892695,80.06615660098332,80.59761352615092,96579500,81.21805767059327,0
2005-10-24,81.7354507446289,81.82402513763303,80.67935224958171,80.69979209424937,71308400,81.22812698364258,1
2005-10-25,81.57193756103516,81.92624037817234,81.04048073616265,81.57193756103516,76594500,81.23549423217773,1
2005-10-26,81.33343505859375,82.13062001212523,81.21079081971725,81.42882444457196,80855800,81.24442848205567,1
2005-10-27,80.46813201904297,81.33345693675267,80.35230276181665,81.21762248119329,66623100,81.24772373199463,0
2005-10-28,81.62643432617188,81.72863354677973,80.46812624206687,80.69297492406953,72322000,81.26000774383544,1
2005-10-31,81.85128784179688,82.64847824857316,81.85128784179688,81.9603072882506,77698900,81.27132961273193,1
2005-11-01,82.0965576171875,82.37591598606787,81.9125938412979,82.15788234137213,66365100,81.27973789215088,1
2005-11-02,82.95506286621094,82.95506286621094,81.85126467577031,81.87851952966992,74012300,81.29664573669433,1
2005-11-03,83.30937194824219,83.5751054945244,82.95506921708632,83.22761257861589,84897600,81.31774810791016,1
2005-11-04,83.20035552978516,83.43882901546368,82.81879795269951,83.39794933172796,59156000,81.3407287979126,1
2005-11-07,83.28214263916016,83.54787105203633,83.02322404319521,83.37753205925245,46765400,81.36489238739014,1
2005-11-08,83.28214263916016,83.41159673880911,82.98234434839381,83.0777337684861,42152800,81.38794532775879,1
2005-11-09,83.39115905761719,83.77271674789787,83.03004121526817,83.17994036454519,57666800,81.41036560058593,1
2005-11-10,84.0384292602539,84.16107352296248,82.95507593827205,83.3570734003913,79048100,81.43534915924073,1
2005-11-11,84.32461547851562,84.37912000484941,83.41841079967314,84.04525703834608,34867000,81.46176364898682,1
2005-11-14,84.27693939208984,84.50178295894342,84.06571546191248,84.34507396381319,45092200,81.48548274993897,1
2005-11-15,83.97029876708984,84.54945023626155,83.71138539924435,84.18152262870902,69592500,81.50514453887939,1
2005-11-16,84.14063262939453,84.18151751534255,83.79314488799842,84.05887325416374,51133000,81.52444644927978,1
2005-11-17,84.9241943359375,84.93100935009964,83.90216054158812,84.27009333135382,55717500,81.54870964050293,1
2005-11-18,85.25802612304688,85.36023050483057,84.71294475075184,85.21033143799193,72437200,81.57036766052246,1
2005-11-21,85.68728637695312,85.789490762184,85.1558298117498,85.27165902245699,50021200,81.59471057891845,1
2005-11-22,86.05525207519531,86.2051460062923,85.45565555747552,85.55104496741586,66438800,81.62042198181152,1
2005-11-23,86.55268096923828,86.81159966328603,85.99396906919094,86.02122394216099,50854700,81.65164962768554,1
2005-11-25,86.62078094482422,86.68210568408959,86.40274724651047,86.51858170993764,15270000,81.68177059173584,1
2005-11-28,86.00755310058594,86.71615862544198,85.87809382280804,86.70253379541244,54498500,81.70535900115966,1
2005-11-29,85.91217803955078,86.51858967962704,85.91217803955078,86.29374094549769,51738900,81.72877334594726,1
2005-11-30,85.44880676269531,86.20510668270244,85.36704222075886,85.95982345355428,56007200,81.74835639953614,1
2005-12-01,86.32098388671875,86.55264240624696,85.83722180329237,85.86447146578601,65468200,81.77203121185303,1
2005-12-02,86.43000793457031,86.58672210251572,86.19153437320448,86.37549820673418,46699400,81.79954914093018,1
2005-12-05,86.24603271484375,86.34823714146002,85.97348930997808,86.3277920974703,59273400,81.8256086730957,1
2005-12-06,86.40958404541016,87.03643043629805,86.28012471747266,86.5662982422995,57935200,81.8585101699829,1
2005-12-07,85.90535736083984,86.44362917221486,85.63281394771748,86.37548942018435,66816500,81.88603000640869,1
2005-12-08,85.85084533691406,86.40955697958606,85.49654254818701,86.00074447002928,62608600,81.91061862945557,1
2005-12-09,86.07567596435547,86.38228398256514,85.72818306494105,85.95984673066133,50744500,81.93232650756836,1
2005-12-12,86.15741729736328,86.43677560074279,85.82355449433855,86.33457121662026,48389900,81.95713535308838,1
2005-12-13,86.74340057373047,87.00912890558607,86.0484199823386,86.13699436017981,88630900,81.98285488128663,1
2005-12-14,87.0840835571289,87.27486235032156,86.62757641651334,86.66164628601156,64375000,82.01047981262207,1
2005-12-15,86.83202362060547,87.21358137565691,86.65486957790249,87.10456190373677,55900300,82.03667594909668,1
2005-12-16,86.55253601074219,87.23750384544202,86.55253601074219,87.18270516445247,46238300,82.05639266967773,1
2005-12-19,86.10728454589844,86.90184954577897,86.09358749198846,86.80595449074353,48733000,82.07368144989013,1
2005-12-20,86.18948364257812,86.71005531199074,85.94974600194223,86.21003183664854,46603200,82.09292915344238,1
2005-12-21,86.32647705078125,86.82650576338703,86.16893740873184,86.45662258403934,51806900,82.11743892669678,1
2005-12-22,86.77857971191406,86.77857971191406,86.3607488999351,86.51828858097568,32247900,82.14330066680908,1
2005-12-23,86.82653045654297,86.8950261997787,86.59363865847324,86.84022751483403,27977300,82.1722626876831,1
2005-12-27,85.94291687011719,87.02516732600193,85.8812670462301,86.96351750211485,44499500,82.19428245544434,1
2005-12-28,86.13472747802734,86.2991183375987,85.96348547508892,86.12787633466027,30764300,82.22062698364257,1
2005-12-29,85.75109100341797,86.27851372827028,85.66204187553605,86.1141229761704,32788900,82.24848613739013,1
2005-12-30,85.28535461425781,85.66208382337909,85.1826083841737,85.483995932183,44645600,82.27320896148682,1
2006-01-03,86.78543090820312,86.99092336872161,85.20315673023806,85.7511331410271,73256700,82.30662479400635,1
2006-01-04,87.1963882446289,87.32652855095635,86.78540345360716,86.89500079144995,51899600,82.34358192443848,1
2006-01-05,87.2511978149414,87.39504042803102,86.90871390971192,87.09365814503406,47307500,82.38486743927002,1
2006-01-06,87.9772720336914,88.07316711430128,87.23750550393812,87.68958679186179,62885900,82.42944549560546,1
2006-01-09,88.20327758789062,88.40191358592381,87.9361406516249,87.96353475585246,43527400,82.47468055725098,1
2006-01-10,88.2923583984375,88.34715708481824,87.85397935917237,87.94302853101365,44960800,82.51978675842285,1
2006-01-11,88.57316589355469,88.66221503337162,88.17588339900283,88.37452987216724,49598900,82.56893238067627,1
2006-01-12,88.2238540649414,88.55263567996346,87.97726524073009,88.41564421135253,40509200,82.61075672149659,1
2006-01-13,88.14163970947266,88.29233344147897,87.81285813590331,88.06630329524728,44856700,82.65291305541992,1
2006-01-17,87.90191650390625,87.96356109570898,87.54573033163679,87.81286734789417,52066600,82.69566165924073,1
2006-01-18,87.55255889892578,88.29231993927242,87.10048299792996,87.38816813728077,75067600,82.73598770141602,1
2006-01-19,87.88819122314453,88.2032809184259,87.54570742260121,87.76490207180149,81530400,82.77609977722167,1
2006-01-20,86.2853775024414,87.8881993283734,86.2853775024414,87.8676511345879,114957800,82.80681266784669,1
2006-01-23,86.59361267089844,86.86760078750508,86.39497141700582,86.44977008550488,67017400,82.83690425872803,1
2006-01-24,86.68264770507812,87.09362720015211,86.59359857678876,86.73744113877027,53008800,82.87163063049316,1
2006-01-25,86.75802612304688,87.11420708813986,86.1963474968134,87.01831201192677,87747700,82.90642993927003,1
2006-01-26,87.23747253417969,87.44981081443945,86.82649302604646,87.162125681335,71294000,82.94156524658203,1
2006-01-27,88.04571533203125,88.12791853688596,87.29910328681942,87.44295105648443,65771200,82.9854721069336,1
2006-01-30,87.9772720336914,88.23070679277896,87.91562743582361,87.9772720336914,33709600,83.03420612335205,1
2006-01-31,87.33338928222656,88.04575115288334,87.3265381413868,87.89506786152283,72937000,83.08519416809082,1
2006-02-01,87.94300079345703,87.97039490211682,87.48407369801907,87.552569421446,63561000,83.1380478668213,1
2006-02-02,86.92237854003906,87.77173679384046,86.85388283384155,87.74434269207138,83626900,83.18272369384766,1
2006-02-03,86.49089050292969,87.94302426625632,86.40184656129692,86.70323409588492,86040400,83.23068180084229,1
2006-02-06,86.7169189453125,86.85391563533346,86.42238259412913,86.60732681918509,45511900,83.27230312347412,1
2006-02-07,85.94976043701172,86.75802263682185,85.89496175969488,86.56622726621292,71208100,83.3115752029419,1
2006-02-08,86.7305908203125,87.74434506749728,86.03192101087619,86.20316289394954,59422200,83.35218357086181,1
2006-02-09,86.5867691040039,87.40187710999716,86.55936976901161,86.93609886690581,62023300,83.39589092254639,1
2006-02-10,86.74430084228516,87.07993352004696,85.92918768468958,86.60045826610153,64508700,83.43886547088623,1
2006-02-13,86.5867691040039,86.84705494759747,86.27167936453696,86.71690941285628,52308700,83.48595161437989,1
2006-02-14,87.50462341308594,87.69641353236968,86.4497725311366,86.62101445562405,90964400,83.53238990783692,1
2006-02-15,87.8128433227539,87.89504654111272,87.15527506065153,87.45666247382313,85471300,83.57817306518555,1
2006-02-16,88.47042083740234,88.50467130896273,87.7991450405036,87.90874236878624,61017900,83.62656852722168,1
2006-02-17,88.23072052001953,88.47046348473421,88.07318081703129,88.39511659169088,40342600,83.67072448730468,1
2006-02-21,88.01154327392578,88.63485621900817,87.8745413106456,88.43622009510369,46456300,83.71391979217529,1
2006-02-22,88.54576873779297,88.80604933081148,88.12108169863622,88.20328492170535,42326700,83.76103652954102,1
2006-02-23,88.4156494140625,88.79922972945604,87.8676730555947,88.54579497502382,43423200,83.80503601074219,1
2006-02-24,88.64167022705078,88.68961252986169,88.19643496272954,88.43617783211617,36777400,83.85428771972656,1
