Date,Close,High,Low,Open,Volume,SMA_200,Signal,Market_Return,Position,Strategy_Return,Buy_Hold_Value,Strategy_Value,Buy_Hold_Peak,Buy_Hold_Drawdown,Strategy_Peak,Strategy_Drawdown
2005-10-31,81.85128784179688,82.64847824857316,81.85128784179688,81.9603072882506,77698900,81.27132961273193,1,0.0027546654154524397,1.0,0.0027546654154524397,100856.3719592074,96981.66599999611,100856.3719592074,0.0,100000.0,-0.03018334000003886
2005-11-01,82.0965576171875,82.37591598606787,81.9125938412979,82.15788234137213,66365100,81.27973789215088,1,0.0029965292160667456,1.0,0.0029965292160667456,101158.59102440967,97272.27439558793,101158.59102440967,0.0,100000.0,-0.02727725604412068
2005-11-02,82.95506286621094,82.95506286621094,81.85126467577031,81.87851952966992,74012300,81.29664573669433,1,0.010457262447307603,1.0,0.010457262447307603,102216.43295955178,98289.47609778911,102216.43295955178,0.0,100000.0,-0.01710523902210892
2005-11-03,83.30937194824219,83.5751054945244,82.95506921708632,83.22761257861589,84897600,81.31774810791016,1,0.004271096540577446,1.0,0.004271096540577446,102653.00921275548,98709.27993912555,102653.00921275548,0.0,100000.0,-0.012907200608744507
2005-11-04,83.20035552978516,83.43882901546368,82.81879795269951,83.39794933172796,59156000,81.3407287979126,1,-0.0013085732842249564,1.0,-0.0013085732842249564,102518.68022735437,98580.11161249214,102653.00921275548,-0.0013085732842249564,100000.0,-0.014198883875078616
2005-11-07,83.28214263916016,83.54787105203633,83.02322404319521,83.37753205925245,46765400,81.36489238739014,1,0.0009830139409165994,1.0,0.0009830139409165994,102619.45751922224,98677.01723650433,102653.00921275548,-0.0003268456890893612,100000.0,-0.013229827634956726
2005-11-08,83.28214263916016,83.41159673880911,82.98234434839381,83.0777337684861,42152800,81.38794532775879,1,0.0,1.0,0.0,102619.45751922224,98677.01723650433,102653.00921275548,-0.0003268456890893612,100000.0,-0.013229827634956726
2005-11-09,83.39115905761719,83.77271674789787,83.03004121526817,83.17994036454519,57666800,81.41036560058593,1,0.0013090011255998402,1.0,0.0013090011255998402,102753.78650462335,98806.18556313775,102753.78650462335,0.0,100000.0,-0.011938144368622505
2005-11-10,84.0384292602539,84.16107352296248,82.95507593827205,83.3570734003913,79048100,81.43534915924073,1,0.007761856412014989,1.0,0.007761856412014989,103551.34664126307,99573.10498809774,103551.34664126307,0.0,100000.0,-0.004268950119022619
2005-11-11,84.32461547851562,84.37912000484941,83.41841079967314,84.04525703834608,34867000,81.46176364898682,1,0.003405420838786144,1.0,0.003405420838786144,103903.9825549996,99912.19331480685,103903.9825549996,0.0,100000.0,-0.0008780668519314805
2005-11-14,84.27693939208984,84.50178295894342,84.06571546191248,84.34507396381319,45092200,81.48548274993897,1,-0.0005653875342951364,1.0,-0.0005653875342951364,103845.23653849938,99855.70420618258,103903.9825549996,-0.0005653875342952475,100000.0,-0.001442957938174172
2005-11-15,83.97029876708984,84.54945023626155,83.71138539924435,84.18152262870902,69592500,81.50514453887939,1,-0.003638487909170318,1.0,-0.003638487909170318,103467.39690092912,99492.3804337667,103903.9825549996,-0.004201818287758008,100000.0,-0.005076195662333083
2005-11-16,84.14063262939453,84.18151751534255,83.79314488799842,84.05887325416374,51133000,81.52444644927978,1,0.0020285013249403683,1.0,0.0020285013249403683,103677.28065263078,99694.20085929806,103903.9825549996,-0.0021818403567814837,100000.0,-0.003057991407019456
2005-11-17,84.9241943359375,84.93100935009964,83.90216054158812,84.27009333135382,55717500,81.54870964050293,1,0.009312524544404566,1.0,0.009312524544404566,104642.77787340552,100622.60555173506,104642.77787340552,0.0,100622.60555173506,0.0
2005-11-18,85.25802612304688,85.36023050483057,84.71294475075184,85.21033143799193,72437200,81.57036766052246,1,0.003930938523700522,1.0,0.003930938523700522,105054.12220017513,101018.14682825349,105054.12220017513,0.0,101018.14682825349,0.0
2005-11-21,85.68728637695312,85.789490762184,85.1558298117498,85.27165902245699,50021200,81.59471057891845,1,0.00503483687608175,1.0,0.00503483687608175,105583.05256861298,101526.75671905783,105583.05256861298,0.0,101526.75671905783,0.0
2005-11-22,86.05525207519531,86.2051460062923,85.45565555747552,85.55104496741586,66438800,81.62042198181152,1,0.004294285812990406,1.0,0.004294285812990406,106036.4563733506,101962.7416300754,106036.4563733506,0.0,101962.7416300754,0.0
2005-11-23,86.55268096923828,86.81159966328603,85.99396906919094,86.02122394216099,50854700,81.65164962768554,1,0.005780343233534602,1.0,0.005780343233534602,106649.38348645627,102552.12127372944,106649.38348645627,0.0,102552.12127372944,0.0
2005-11-25,86.62078094482422,86.68210568408959,86.40274724651047,86.51858170993764,15270000,81.68177059173584,1,0.0007868037687952523,1.0,0.0007868037687952523,106733.2956233231,102632.80966924554,106733.2956233231,0.0,102632.80966924554,0.0
2005-11-28,86.00755310058594,86.71615862544198,85.87809382280804,86.70253379541244,54498500,81.70535900115966,1,-0.007079454116546202,1.0,-0.007079454116546202,105977.68215425003,101906.22540233991,106733.2956233231,-0.007079454116546091,102632.80966924554,-0.007079454116546091
2005-11-29,85.91217803955078,86.51858967962704,85.91217803955078,86.29374094549769,51738900,81.72877334594726,1,-0.001108914945221362,1.0,-0.001108914945221362,105860.16191864926,101793.22006598015,106733.2956233231,-0.00818051854929358,102632.80966924554,-0.008180518549293803
2005-11-30,85.44880676269531,86.20510668270244,85.36704222075886,85.95982345355428,56007200,81.74835639953614,1,-0.0053935459143190645,1.0,-0.0053935459143190645,105289.20027484378,101244.1936597879,106733.2956233231,-0.013529942461214084,102632.80966924554,-0.013529942461214306
2005-12-01,86.32098388671875,86.55264240624696,85.83722180329237,85.86447146578601,65468200,81.77203121185303,1,0.010207013498100714,1.0,0.010207013498100714,106363.88856325333,102277.59451107768,106733.2956233231,-0.003461029268443605,102632.80966924554,-0.003461029268443605
2005-12-02,86.43000793457031,86.58672210251572,86.19153437320448,86.37549820673418,46699400,81.79954914093018,1,0.0012630074744588438,1.0,0.0012630074744588438,106498.22694952125,102406.77187741482,106733.2956233231,-0.0022023930998198438,102632.80966924554,-0.002202393099820288
2005-12-05,86.24603271484375,86.34823714146002,85.97348930997808,86.3277920974703,59273400,81.8256086730957,1,-0.0021286035269815207,1.0,-0.0021286035269815207,106271.53444801923,102188.78846160977,106733.2956233231,-0.004326308605081319,102632.80966924554,-0.004326308605081763
2005-12-06,86.40958404541016,87.03643043629805,86.28012471747266,86.5662982422995,57935200,81.8585101699829,1,0.00189633453757998,1.0,0.00189633453757998,106473.06082915462,102382.57259052296,106733.2956233231,-0.002438178195929397,102632.80966924554,-0.002438178195929952
2005-12-07,85.90535736083984,86.44362917221486,85.63281394771748,86.37548942018435,66816500,81.88603000640869,1,-0.0058353097071423,1.0,-0.0058353097071423,105851.75754374909,101785.13857084328,106733.2956233231,-0.008259260378177369,102632.80966924554,-0.008259260378177813
2005-12-08,85.85084533691406,86.40955697958606,85.49654254818701,86.00074447002928,62608600,81.91061862945557,1,-0.0006345590729203154,1.0,-0.0006345590729203154,105784.58835061514,101720.5498876747,106733.2956233231,-0.008888578462489138,102632.80966924554,-0.008888578462489582
2005-12-09,86.07567596435547,86.38228398256514,85.72818306494105,85.95984673066133,50744500,81.93232650756836,1,0.002618851643907183,1.0,0.002618851643907183,106061.6224937172,101986.94091696719,106733.2956233231,-0.006293004686900416,102632.80966924554,-0.006293004686900749
2005-12-12,86.15741729736328,86.43677560074279,85.82355449433855,86.33457121662026,48389900,81.95713535308838,1,0.0009496449733565893,1.0,0.0009496449733565893,106162.3433803844,102083.79230275699,106733.2956233231,-0.00534933583381203,102632.80966924554,-0.005349335833812474
2005-12-13,86.74340057373047,87.00912890558607,86.0484199823386,86.13699436017981,88630900,81.98285488128663,1,0.006801309681147005,1.0,0.006801309681147005,106884.38635419066,102778.09578763392,106884.38635419066,0.0,102778.09578763392,0.0
2005-12-14,87.0840835571289,87.27486235032156,86.62757641651334,86.66164628601156,64375000,82.01047981262207,1,0.003927480144254369,1.0,0.003927480144254369,107304.17265932757,103181.75471810413,107304.17265932757,0.0,103181.75471810413,0.0
2005-12-15,86.83202362060547,87.21358137565691,86.65486957790249,87.10456190373677,55900300,82.03667594909668,1,-0.0028944432349463645,1.0,-0.0028944432349463645,106993.58682269226,102883.10098619042,107304.17265932757,-0.0028944432349463645,103181.75471810413,-0.0028944432349463645
2005-12-16,86.55253601074219,87.23750384544202,86.55253601074219,87.18270516445247,46238300,82.05639266967773,1,-0.003218715840188735,1.0,-0.003218715840188735,106649.20486998746,102551.94951935844,107304.17265932757,-0.006103842684846206,103181.75471810413,-0.006103842684846095
2005-12-19,86.10728454589844,86.90184954577897,86.09358749198846,86.80595449074353,48733000,82.07368144989013,1,-0.0051442913791514,1.0,-0.0051442913791514,106100.57028478144,102024.39240953083,107304.17265932757,-0.011216734118694172,103181.75471810413,-0.011216734118694283
2005-12-20,86.18948364257812,86.71005531199074,85.94974600194223,86.21003183664854,46603200,82.09292915344238,1,0.0009546125756163537,1.0,0.0009546125756163537,106201.85522345535,102121.78617754459,107304.17265932757,-0.0102728291785249,103181.75471810413,-0.0102728291785249
2005-12-21,86.32647705078125,86.82650576338703,86.16893740873184,86.45662258403934,51806900,82.11743892669678,1,0.0015894445866646567,1.0,0.0015894445866646567,106370.65718733403,102284.10309776501,107304.17265932757,-0.00869971268458769,103181.75471810413,-0.008699712684587801
2005-12-22,86.77857971191406,86.77857971191406,86.3607488999351,86.51828858097568,32247900,82.14330066680908,1,0.005237126274327819,1.0,0.005237126274327819,106927.73375090734,102819.77786154437,107304.17265932757,-0.003508147904139336,103181.75471810413,-0.003508147904139558
2005-12-23,86.82653045654297,86.8950261997787,86.59363865847324,86.84022751483403,27977300,82.1722626876831,1,0.0005525642939547826,1.0,0.0005525642939547826,106986.8181986116,102876.59239950302,107304.17265932757,-0.0029575220874542563,103181.75471810413,-0.0029575220874545893
2005-12-27,85.94291687011719,87.02516732600193,85.8812670462301,86.96351750211485,44499500,82.19428245544434,1,-0.01017676949406654,1.0,-0.01017676949406654,105898.03801090072,101829.64103231824,107304.17265932757,-0.013104193560963151,103181.75471810413,-0.013104193560963484
2005-12-28,86.13472747802734,86.2991183375987,85.96348547508892,86.12787633466027,30764300,82.22062698364257,1,0.0022318373042893302,1.0,0.0022318373042893302,106134.3852025845,102056.90822385656,107304.17265932757,-0.010901602684705858,103181.75471810413,-0.01090160268470608
2005-12-29,85.75109100341797,86.27851372827028,85.66204187553605,86.1141229761704,32788900,82.24848613739013,1,-0.00445391174781673,1.0,-0.00445391174781673,105661.6720174834,101602.35576137247,107304.17265932757,-0.01530695965625517,103181.75471810413,-0.015306959656255392
2005-12-30,85.28535461425781,85.66208382337909,85.1826083841737,85.483995932183,44645600,82.27320896148682,1,-0.005431259051171589,1.0,-0.005431259051171589,105087.79610497651,101050.52704702315,107304.17265932757,-0.02065508264424787,103181.75471810413,-0.0206550826442482
2006-01-03,86.78543090820312,86.99092336872161,85.20315673023806,85.7511331410271,73256700,82.30662479400635,1,0.017588908444246876,1.0,0.017588908444246876,106936.17572927463,102827.89551549614,107304.17265932757,-0.0034294745575389474,103181.75471810413,-0.0034294745575391694
2006-01-04,87.1963882446289,87.32652855095635,86.78540345360716,86.89500079144995,51899600,82.34358192443848,1,0.004735326334445178,1.0,0.004735326334445178,107442.55341831033,103314.81915704624,107442.55341831033,0.0,103314.81915704624,0.0
2006-01-05,87.2511978149414,87.39504042803102,86.90871390971192,87.09365814503406,47307500,82.38486743927002,1,0.0006285761533921796,1.0,0.0006285761533921796,107510.08924524866,103379.76038866038,107510.08924524866,0.0,103379.76038866038,0.0
2006-01-06,87.9772720336914,88.07316711430128,87.23750550393812,87.68958679186179,62885900,82.42944549560546,1,0.008321653306009535,1.0,0.008321653306009535,108404.75093484577,104240.05091347315,108404.75093484577,0.0,104240.05091347315,0.0
2006-01-09,88.20327758789062,88.40191358592381,87.9361406516249,87.96353475585246,43527400,82.47468055725098,1,0.0025689084120801287,1.0,0.0025689084120801287,108683.23281143174,104507.83405714044,108683.23281143174,0.0,104507.83405714044,0.0
2006-01-10,88.2923583984375,88.34715708481824,87.85397935917237,87.94302853101365,44960800,82.51978675842285,1,0.0010099489835637687,1.0,0.0010099489835637687,108792.99733194006,104613.38163792089,108792.99733194006,0.0,104613.38163792089,0.0
2006-01-11,88.57316589355469,88.66221503337162,88.17588339900283,88.37452987216724,49598900,82.56893238067627,1,0.0031804280711360544,1.0,0.0031804280711360544,109139.00563459759,104946.0969734986,109139.00563459759,0.0,104946.0969734986,0.0
2006-01-12,88.2238540649414,88.55263567996346,87.97726524073009,88.41564421135253,40509200,82.61075672149659,1,-0.003943765869598437,1.0,-0.003943765869598437,108708.58694913397,104532.21413810694,109139.00563459759,-0.003943765869598326,104946.0969734986,-0.003943765869598548
2006-01-13,88.14163970947266,88.29233344147897,87.81285813590331,88.06630329524728,44856700,82.65291305541992,1,-0.0009318835176734819,1.0,-0.0009318835176734819,108607.2832087265,104434.80229068571,109139.00563459759,-0.0048719742568603674,104946.0969734986,-0.0048719742568607005
2006-01-17,87.90191650390625,87.96356109570898,87.54573033163679,87.81286734789417,52066600,82.69566165924073,1,-0.002719749784058534,1.0,-0.002719749784058534,108311.89857367238,104150.76575970743,109139.00563459759,-0.007578473489985749,104946.0969734986,-0.007578473489986082
2006-01-18,87.55255889892578,88.29231993927242,87.10048299792996,87.38816813728077,75067600,82.73598770141602,1,-0.003974402594111193,1.0,-0.003974402594111193,107881.42348300807,103736.82868609337,109139.00563459759,-0.011522756179399019,104946.0969734986,-0.011522756179399352
2006-01-19,87.88819122314453,88.2032809184259,87.54570742260121,87.76490207180149,81530400,82.77609977722167,1,0.0038334953134404604,1.0,0.0038334953134404604,108294.98641433746,104134.5033326927,109139.00563459759,-0.007733433297770209,104946.0969734986,-0.007733433297770542
2006-01-20,86.2853775024414,87.8881993283734,86.2853775024414,87.8676511345879,114957800,82.80681266784669,1,-0.018236963332578404,1.0,-0.018236963332578404,106320.0147179971,102235.4062137581,109139.00563459759,-0.025829362290862412,104946.0969734986,-0.025829362290862634
2006-01-23,86.59361267089844,86.86760078750508,86.39497141700582,86.44977008550488,67017400,82.83690425872803,1,0.003572275829103466,1.0,0.003572275829103466,106699.81913672412,102600.61928425408,109139.00563459759,-0.022349356068351756,104946.0969734986,-0.02234935606835209
2006-01-24,86.68264770507812,87.09362720015211,86.59359857678876,86.73744113877027,53008800,82.87163063049316,1,0.0010281940137786272,1.0,0.0010281940137786272,106809.52725203177,102706.11262681213,109139.00563459759,-0.02134414152869435,104946.0969734986,-0.021344141528694682
2006-01-25,86.75802612304688,87.11420708813986,86.1963474968134,87.01831201192677,87747700,82.90642993927003,1,0.0008695906270099751,1.0,0.0008695906270099751,106902.40781580549,102795.42489968902,109139.00563459759,-0.02049311156709943,104946.0969734986,-0.020493111567099764
2006-01-26,87.23747253417969,87.44981081443945,86.82649302604646,87.162125681335,71294000,82.94156524658203,1,0.0055262484931690725,1.0,0.0055262484931690725,107493.17708591373,103363.49796164561,109139.00563459759,-0.015080113100848336,104946.0969734986,-0.015080113100848669
2006-01-27,88.04571533203125,88.12791853688596,87.29910328681942,87.44295105648443,65771200,82.9854721069336,1,0.009264858029155887,1.0,0.009264858029155887,108489.08611071763,104321.1460956572,109139.00563459759,-0.005954970178635444,104946.0969734986,-0.005954970178635777
2006-01-30,87.9772720336914,88.23070679277896,87.91562743582361,87.9772720336914,33709600,83.03420612335205,1,-0.0007773609207640808,1.0,-0.0007773609207640808,108404.75093484577,104240.0509134731,109139.00563459759,-0.006727701938298192,104946.0969734986,-0.006727701938298858
2006-01-31,87.33338928222656,88.04575115288334,87.3265381413868,87.89506786152283,72937000,83.08519416809082,1,-0.007318739676518526,1.0,-0.007318739676518526,107611.36478305579,103477.14511697035,109139.00563459759,-0.013997203315709306,104946.0969734986,-0.01399720331570975
2006-02-01,87.94300079345703,87.97039490211682,87.48407369801907,87.552569421446,63561000,83.1380478668213,1,0.0069802800079181715,1.0,0.0069802800079181715,108362.52224127576,104199.44456430679,109139.00563459759,-0.007114627706262366,104946.0969734986,-0.0071146277062629215
2006-02-02,86.92237854003906,87.77173679384046,86.85388283384155,87.74434269207138,83626900,83.18272369384766,1,-0.011605497244914331,1.0,-0.011605497244914331,107104.92128795266,102990.15819749414,109139.00563459759,-0.018637556158933144,104946.0969734986,-0.018637556158933477
2006-02-03,86.49089050292969,87.94302426625632,86.40184656129692,86.70323409588492,86040400,83.23068180084229,1,-0.004964061549588394,1.0,-0.004964061549588394,106573.24586641544,102478.90871319994,109139.00563459759,-0.023509099732614724,104946.0969734986,-0.023509099732614946
2006-02-06,86.7169189453125,86.85391563533346,86.42238259412913,86.60732681918509,45511900,83.27230312347412,1,0.002613320790993079,1.0,0.002613320790993079,106851.75594560175,102746.71897597842,109139.00563459759,-0.020957215760730508,104946.0969734986,-0.02095721576073073
2006-02-07,85.94976043701172,86.75802263682185,85.89496175969488,86.56622726621292,71208100,83.3115752029419,1,-0.008846699325013918,1.0,-0.008846699325013918,105906.47058840124,101837.74964656624,109139.00563459759,-0.029618512899219795,104946.0969734986,-0.029618512899220018
2006-02-08,86.7305908203125,87.74434506749728,86.03192101087619,86.20316289394954,59422200,83.35218357086181,1,0.009084730188084755,1.0,0.009084730188084755,106868.60229886918,102762.91812506702,109139.00563459759,-0.020802858909396926,104946.0969734986,-0.020802858909396926
2006-02-09,86.5867691040039,87.40187710999716,86.55936976901161,86.93609886690581,62023300,83.39589092254639,1,-0.0016582582333212192,1.0,-0.0016582582333212192,106691.38655922357,102592.51067000601,109139.00563459759,-0.022426620630654814,104946.0969734986,-0.022426620630655036
2006-02-10,86.74430084228516,87.07993352004696,85.92918768468958,86.60045826610153,64508700,83.43886547088623,1,0.0018193511538930895,1.0,0.0018193511538930895,106885.49565647054,102779.16247267427,109139.00563459759,-0.020648071374884114,104946.0969734986,-0.020648071374884225
2006-02-13,86.5867691040039,86.84705494759747,86.27167936453696,86.71690941285628,52308700,83.48595161437989,1,-0.001816047126458109,1.0,-0.001816047126458109,106691.38655922357,102592.51067000598,109139.00563459759,-0.022426620630654814,104946.0969734986,-0.02242662063065526
2006-02-14,87.50462341308594,87.69641353236968,86.4497725311366,86.62101445562405,90964400,83.53238990783692,1,0.010600399097690616,1.0,0.010600399097690616,107822.35783703733,103680.03222754213,109139.00563459759,-0.012063952662061617,104946.0969734986,-0.01206395266206206
2006-02-15,87.8128433227539,87.89504654111272,87.15527506065153,87.45666247382313,85471300,83.57817306518555,1,0.003522327137081005,1.0,0.003522327137081005,108202.14345403078,104045.22721863065,109139.00563459759,-0.00858411871282272,104946.0969734986,-0.008584118712823052
2006-02-16,88.47042083740234,88.50467130896273,87.7991450405036,87.90874236878624,61017900,83.62656852722168,1,0.00748839793549938,1.0,0.00748839793549938,109012.40416168855,104824.35928333321,109139.00563459759,-0.0011600020741704409,104946.0969734986,-0.001160002074170885
2006-02-17,88.23072052001953,88.47046348473421,88.07318081703129,88.39511659169088,40342600,83.67072448730468,1,-0.002709383713946023,1.0,-0.002709383713946023,108717.04772923478,104540.34987146613,109139.00563459759,-0.003866242897388572,104946.0969734986,-0.003866242897388905
2006-02-21,88.01154327392578,88.63485621900817,87.8745413106456,88.43622009510369,46456300,83.71391979217529,1,-0.002484137552112853,1.0,-0.002484137552112853,108446.97962841573,104280.6572626394,109139.00563459759,-0.006340776170334461,104946.0969734986,-0.006340776170334683
2006-02-22,88.54576873779297,88.80604933081148,88.12108169863622,88.20328492170535,42326700,83.76103652954102,1,0.006069947690889421,1.0,0.006069947690889421,109105.24712199518,104913.63539739518,109139.00563459759,-0.00030931665911848594,104946.0969734986,-0.00030931665911904105
2006-02-23,88.4156494140625,88.79922972945604,87.8676730555947,88.54579497502382,43423200,83.80503601074219,1,-0.0014695148688107507,1.0,-0.0014695148688107507,108944.91533908415,104759.4632502377,109139.00563459759,-0.0017783769824993856,104946.0969734986,-0.0017783769825000517
2006-02-24,88.64167022705078,88.68961252986169,88.19643496272954,88.43617783211617,36777400,83.85428771972656,1,0.0025563439785392106,1.0,0.0025563439785392106,109223.41601740368,105027.26447331245,109223.41601740368,0.0,105027.26447331245,0.0
2006-02-27,88.67593383789062,89.07320595469781,88.55263420195338,88.63482699139226,35858600,83.90154834747314,1,0.0003865406727114884,1.0,0.0003865406727114884,109265.6353101069,105067.86178277501,109265.6353101069,0.0,105067.86178277501,0.0
2006-02-28,87.83341979980469,88.98417116142565,87.76492928952138,88.49783941505109,74394800,83.94895488739013,1,-0.009501045003102448,1.0,-0.009501045003102448,108227.49759173299,104069.6072995971,109265.6353101069,-0.009501045003102448,105067.86178277501,-0.00950104500310256
2006-03-01,88.6142578125,88.69646103425424,88.01833932660816,88.08684026944061,48641600,84.00104270935059,1,0.008889987597830551,1.0,0.008889987597830551,109189.63870306773,104994.78481780163,109265.6353101069,-0.0006955215775159562,105067.86178277501,-0.0006955215775159562
2006-03-02,88.607421875,88.64851826461583,88.09369610124693,88.29233213498263,60642300,84.0494474029541,1,-7.714263673530564e-05,1.0,-7.714263673530564e-05,109181.21552643401,104986.68524325732,109265.6353101069,-0.0007726105598827582,105067.86178277501,-0.0007726105598829802
2006-03-03,88.19644927978516,89.09376586826977,88.12110240447055,88.13480468683113,73402500,84.09316192626953,1,-0.004638128347697612,1.0,-0.004638128347697612,108674.81903566475,104499.74352229976,109265.6353101069,-0.005407155440641076,105067.86178277501,-0.005407155440641076
2006-03-06,87.7923355102539,88.48414933466213,87.57314598873924,88.45675521712691,57478400,84.13076751708985,1,-0.004581973229435543,1.0,-0.004581973229435543,108176.8739241296,104020.92849499772,109265.6353101069,-0.00996435322860001,105067.86178277501,-0.00996435322860001
2006-03-07,87.65534973144531,87.71699433875251,87.26491820749413,87.58000283858712,61780800,84.16599880218506,1,-0.0015603387016921433,1.0,-0.0015603387016921433,108008.0813611177,103858.62061448101,109265.6353101069,-0.011509144164312368,105067.86178277501,-0.011509144164312368
2006-03-08,87.84028625488281,87.97727774296126,87.11421673557423,87.47039774011236,66692400,84.20272926330567,1,0.002109814449478664,1.0,0.002109814449478664,108235.95837183387,104077.74303295636,109265.6353101069,-0.009423611873492499,105067.86178277501,-0.009423611873492721
2006-03-09,87.2511978149414,88.14165283300424,87.2511978149414,87.8676698895324,56313600,84.23428424835205,1,-0.006706358381302069,1.0,-0.006706358381302069,107510.08924524866,103379.76038866027,109265.6353101069,-0.01606677213632468,105067.86178277501,-0.016066772136325014
2006-03-10,88.0799789428711,88.25122083853034,87.29227040354883,87.47720935147015,60490800,84.27092895507812,1,0.009498793697795715,1.0,0.009498793697795715,108531.30540342089,104361.74340511972,109265.6353101069,-0.006720593392441354,105067.86178277501,-0.006720593392441687
2006-03-13,88.24441528320312,88.4704559430643,88.03892282407654,88.2512611995211,45479100,84.30870010375976,1,0.001866898043182852,1.0,0.001866898043182852,108733.92228510261,104556.57613966589,109265.6353101069,-0.004866242011911881,105067.86178277501,-0.004866242011912214
2006-03-14,89.1690902709961,89.20334074639075,88.09369641569215,88.16219736648146,69877300,84.34893215179443,1,0.01047856665858582,1.0,0.01047856665858582,109873.29793781655,105652.1791923389,109873.29793781655,0.0,105652.1791923389,0.0
2006-03-15,89.56635284423828,89.63485377977166,88.94304031869598,89.14852222174545,53398900,84.39047496795655,1,0.004455160101273448,1.0,0.004455160101273448,110362.80107098444,106122.87656568919,110362.80107098444,0.0,106122.87656568919,0.0
2006-03-16,89.75135040283203,90.05273797563719,89.62120481895876,89.73764811721865,65526400,84.43554447174073,1,0.0020654805372668505,1.0,0.0020654805372668505,110590.75328863482,106342.0713017944,110590.75328863482,0.0,106342.0713017944,0.0
2006-03-17,89.82625579833984,90.01880856906824,89.66121656248065,89.86751560730464,47286800,84.47754211425782,1,0.0008345879496143294,1.0,0.0008345879496143294,110683.05099866829,106430.8231130399,110683.05099866829,0.0,106430.8231130399,0.0
2006-03-20,89.68184661865234,90.01880872132747,89.54431042409072,89.84001271773127,45538500,84.51793918609619,1,-0.0016076499950270495,1.0,-0.0016076499950270495,110505.1113922807,106259.7196007915,110683.05099866829,-0.0016076499950270495,106430.8231130399,-0.0016076499950270495
2006-03-21,89.1179428100586,90.08071724758466,89.02166641563998,89.65434136372512,87102700,84.5575778579712,1,-0.006287825572901085,1.0,-0.006287825572901085,109810.27452693204,105591.57701851634,110683.05099866829,-0.007885366945177053,106430.8231130399,-0.007885366945177164
2006-03-22,89.66123962402344,89.75063240199333,89.02168094055276,89.06294076012989,51605700,84.60030460357666,1,0.006096379660859075,1.0,0.006096379660859075,110479.71965111139,106235.30336101005,110683.05099866829,-0.0018370594749809177,106430.8231130399,-0.0018370594749811398
2006-03-23,89.47557830810547,89.66813116788278,89.16611910441648,89.5787278782205,46704200,84.64179889678955,1,-0.002070697624709461,1.0,-0.002070697624709461,110250.94955805126,106015.32217068013,110683.05099866829,-0.003903953104999136,106430.8231130399,-0.003903953104999247
2006-03-24,89.54432678222656,89.79189617499956,89.22111089462456,89.39303379256856,43209200,84.68438026428223,1,0.000768349033569482,1.0,0.000768349033569482,110335.66076859432,106096.77894101353,110683.05099866829,-0.003138603670024831,106430.8231130399,-0.003138603670025053
